# BUSCO version is: 5.4.6 
# The lineage dataset is: flavobacteriales_odb10 (Creation date: 2021-02-23, number of genomes: 213, number of BUSCOs: 733)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
11at200644	Complete	NODE_15_length_143082_cov_198.579791	122918	130168	-	1906.8	1622	https://www.orthodb.org/v10?query=11at200644	cell surface protein SprA
179at200644	Complete	NODE_13_length_163464_cov_180.786874	98173	102480	+	2302.1	1223	https://www.orthodb.org/v10?query=179at200644	DNA-directed RNA polymerase subunit beta'
250at200644	Complete	NODE_13_length_163464_cov_180.786874	94076	97888	+	2141.3	1098	https://www.orthodb.org/v10?query=250at200644	DNA-directed RNA polymerase subunit beta
310at200644	Complete	NODE_30_length_68853_cov_210.065430	22827	27401	+	1848.2	1079	https://www.orthodb.org/v10?query=310at200644	DNA polymerase III subunit alpha
374at200644	Complete	NODE_5_length_315236_cov_221.921833	49797	53198	+	1698.6	970	https://www.orthodb.org/v10?query=374at200644	isoleucine--tRNA ligase
400at200644	Complete	NODE_2_length_437025_cov_181.045900	303276	306929	-	1350.3	968	https://www.orthodb.org/v10?query=400at200644	phosphoribosylformylglycinamidine synthase
466at200644	Complete	NODE_27_length_98336_cov_160.795011	68251	72774	-	1194.1	1219	https://www.orthodb.org/v10?query=466at200644	N-acetyl-gamma-glutamyl-phosphate reductase
546at200644	Complete	NODE_14_length_153728_cov_192.398429	86735	89590	+	1338.1	787	https://www.orthodb.org/v10?query=546at200644	carbamoyl phosphate synthase large subunit
578at200644	Complete	NODE_4_length_315406_cov_221.247345	200216	203581	+	1596.4	954	https://www.orthodb.org/v10?query=578at200644	Transcription-repair-coupling factor
1254at200644	Complete	NODE_21_length_119903_cov_196.362375	73617	76958	-	1460.1	882	https://www.orthodb.org/v10?query=1254at200644	Protein translocase subunit SecA
1693at200644	Complete	NODE_6_length_309341_cov_198.795007	291294	294143	+	1348.9	772	https://www.orthodb.org/v10?query=1693at200644	glycine dehydrogenase (aminomethyl-transferring)
1799at200644	Complete	NODE_3_length_319704_cov_204.054833	9346	12195	+	1277.1	761	https://www.orthodb.org/v10?query=1799at200644	DNA polymerase I
1981at200644	Complete	NODE_7_length_294068_cov_161.208309	136201	138921	+	1268.8	727	https://www.orthodb.org/v10?query=1981at200644	DNA topoisomerase (ATP-hydrolyzing)
2005at200644	Complete	NODE_5_length_315236_cov_221.921833	208990	212067	+	1230.6	762	https://www.orthodb.org/v10?query=2005at200644	leucine--tRNA ligase
2410at200644	Complete	NODE_4_length_315406_cov_221.247345	263265	266093	-	1223.5	743	https://www.orthodb.org/v10?query=2410at200644	2-oxoglutarate dehydrogenase E1 component
2665at200644	Complete	NODE_25_length_110198_cov_156.925037	151	2550	-	1258.9	644	https://www.orthodb.org/v10?query=2665at200644	transketolase
2703at200644	Complete	NODE_3_length_319704_cov_204.054833	200272	202824	+	569.2	672	https://www.orthodb.org/v10?query=2703at200644	membrane protein
2769at200644	Complete	NODE_26_length_102755_cov_152.587166	14964	17564	-	1311.4	725	https://www.orthodb.org/v10?query=2769at200644	Chaperone protein ClpB
2807at200644	Complete	NODE_15_length_143082_cov_198.579791	130854	133145	-	1068.9	649	https://www.orthodb.org/v10?query=2807at200644	malic enzyme
2810at200644	Complete	NODE_7_length_294068_cov_161.208309	256269	258815	-	1297.6	710	https://www.orthodb.org/v10?query=2810at200644	Clp protease ClpC
2837at200644	Complete	NODE_2_length_437025_cov_181.045900	246301	248691	-	1228.0	687	https://www.orthodb.org/v10?query=2837at200644	3-hydroxyacyl-CoA dehydrogenase
2845at200644	Complete	NODE_16_length_142816_cov_174.406616	105336	107966	+	1285.6	745	https://www.orthodb.org/v10?query=2845at200644	valine--tRNA ligase
2862at200644	Complete	NODE_7_length_294068_cov_161.208309	259073	261718	+	1323.8	738	https://www.orthodb.org/v10?query=2862at200644	DNA gyrase subunit A
2874at200644	Complete	NODE_6_length_309341_cov_198.795007	118433	120628	-	1093.4	629	https://www.orthodb.org/v10?query=2874at200644	ATP-dependent DNA helicase RecQ
2889at200644	Complete	NODE_32_length_32430_cov_161.006151	14341	17400	-	971.0	702	https://www.orthodb.org/v10?query=2889at200644	quinol:cytochrome C oxidoreductase
3362at200644	Complete	NODE_13_length_163464_cov_180.786874	31041	33677	+	1082.3	719	https://www.orthodb.org/v10?query=3362at200644	alanine--tRNA ligase
3453at200644	Complete	NODE_1_length_493624_cov_142.353871	474622	477087	-	1126.5	665	https://www.orthodb.org/v10?query=3453at200644	Lon protease
3490at200644	Complete	NODE_1_length_493624_cov_142.353871	257915	260251	+	1071.1	634	https://www.orthodb.org/v10?query=3490at200644	DNA helicase
3585at200644	Complete	NODE_15_length_143082_cov_198.579791	46245	48908	-	1176.7	737	https://www.orthodb.org/v10?query=3585at200644	DNA mismatch repair protein MutS
3668at200644	Complete	NODE_10_length_190019_cov_216.477135	109459	111765	-	1027.4	645	https://www.orthodb.org/v10?query=3668at200644	penicillin-binding protein
4028at200644	Complete	NODE_6_length_309341_cov_198.795007	224677	226833	-	1110.8	606	https://www.orthodb.org/v10?query=4028at200644	Elongation factor G
4233at200644	Complete	NODE_29_length_82428_cov_163.246931	45376	47565	+	1156.5	622	https://www.orthodb.org/v10?query=4233at200644	glutamine synthetase
4246at200644	Complete	NODE_16_length_142816_cov_174.406616	87078	90068	+	851.0	665	https://www.orthodb.org/v10?query=4246at200644	protein translocase subunit SecDF
4285at200644	Complete	NODE_3_length_319704_cov_204.054833	222824	224959	+	900.7	550	https://www.orthodb.org/v10?query=4285at200644	polyribonucleotide nucleotidyltransferase
4333at200644	Complete	NODE_34_length_24992_cov_176.175958	22697	24643	-	1091.1	567	https://www.orthodb.org/v10?query=4333at200644	threonine--tRNA ligase
4532at200644	Complete	NODE_13_length_163464_cov_180.786874	117219	119483	+	1154.6	645	https://www.orthodb.org/v10?query=4532at200644	aconitate hydratase
4823at200644	Complete	NODE_16_length_142816_cov_174.406616	71065	74088	+	872.9	766	https://www.orthodb.org/v10?query=4823at200644	tetratricopeptide repeat protein
4905at200644	Complete	NODE_5_length_315236_cov_221.921833	55865	59023	+	561.9	536	https://www.orthodb.org/v10?query=4905at200644	DNA helicase UvrD
4947at200644	Complete	NODE_26_length_102755_cov_152.587166	90436	92886	-	915.9	634	https://www.orthodb.org/v10?query=4947at200644	primosomal protein N'
4983at200644	Complete	NODE_3_length_319704_cov_204.054833	211829	213802	+	749.3	524	https://www.orthodb.org/v10?query=4983at200644	penicillin-binding protein 2
5035at200644	Complete	NODE_10_length_190019_cov_216.477135	124080	126179	-	789.2	566	https://www.orthodb.org/v10?query=5035at200644	Ferrous iron transport protein B
5216at200644	Complete	NODE_7_length_294068_cov_161.208309	134197	136065	+	1021.3	539	https://www.orthodb.org/v10?query=5216at200644	DNA topoisomerase IV subunit B
5247at200644	Complete	NODE_32_length_32430_cov_161.006151	20261	23164	-	1112.6	721	https://www.orthodb.org/v10?query=5247at200644	translation initiation factor IF-2
5391at200644	Complete	NODE_8_length_277566_cov_161.945392	20290	22281	+	1082.0	559	https://www.orthodb.org/v10?query=5391at200644	excinuclease ABC subunit B
5426at200644	Complete	NODE_5_length_315236_cov_221.921833	80460	82460	+	1109.8	584	https://www.orthodb.org/v10?query=5426at200644	succinate dehydrogenase
5444at200644	Complete	NODE_28_length_84199_cov_207.886665	24995	26791	-	996.6	528	https://www.orthodb.org/v10?query=5444at200644	elongation factor 4
5548at200644	Complete	NODE_16_length_142816_cov_174.406616	83865	85805	+	1045.9	560	https://www.orthodb.org/v10?query=5548at200644	DNA gyrase subunit B
5588at200644	Complete	NODE_2_length_437025_cov_181.045900	41113	42909	+	992.1	530	https://www.orthodb.org/v10?query=5588at200644	GTP-binding protein
5706at200644	Complete	NODE_6_length_309341_cov_198.795007	267292	269319	+	960.7	577	https://www.orthodb.org/v10?query=5706at200644	peptidase M3
5908at200644	Complete	NODE_16_length_142816_cov_174.406616	6810	9032	-	1048.8	615	https://www.orthodb.org/v10?query=5908at200644	isocitrate dehydrogenase
5937at200644	Complete	NODE_12_length_173536_cov_192.094812	143743	145752	-	701.0	521	https://www.orthodb.org/v10?query=5937at200644	penicillin-binding protein
5975at200644	Complete	NODE_19_length_120978_cov_136.800208	22394	24277	+	980.6	545	https://www.orthodb.org/v10?query=5975at200644	Chaperone protein DnaK
6019at200644	Complete	NODE_5_length_315236_cov_221.921833	177102	178802	-	700.7	439	https://www.orthodb.org/v10?query=6019at200644	single-stranded-DNA-specific exonuclease RecJ
6140at200644	Duplicated	NODE_5_length_315236_cov_221.921833	261306	263699	+	598.1	463	https://www.orthodb.org/v10?query=6140at200644	Ribonucleoside-diphosphate reductase
6140at200644	Duplicated	NODE_11_length_180642_cov_130.600399	58363	60057	+	511.4	442	https://www.orthodb.org/v10?query=6140at200644	Ribonucleoside-diphosphate reductase
6214at200644	Complete	NODE_26_length_102755_cov_152.587166	70991	72997	-	857.1	536	https://www.orthodb.org/v10?query=6214at200644	DNA ligase
6395at200644	Complete	NODE_1_length_493624_cov_142.353871	241727	243835	-	1256.0	689	https://www.orthodb.org/v10?query=6395at200644	ATP-dependent DNA helicase RecG
7166at200644	Complete	NODE_35_length_24974_cov_237.924650	22764	24635	-	1018.0	544	https://www.orthodb.org/v10?query=7166at200644	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
7212at200644	Complete	NODE_7_length_294068_cov_161.208309	279210	281135	-	1024.7	492	https://www.orthodb.org/v10?query=7212at200644	peptidase M41
7336at200644	Complete	NODE_10_length_190019_cov_216.477135	23978	25828	-	933.6	527	https://www.orthodb.org/v10?query=7336at200644	glutamine--fructose-6-phosphate aminotransferase
7350at200644	Complete	NODE_7_length_294068_cov_161.208309	209569	211197	-	868.0	460	https://www.orthodb.org/v10?query=7350at200644	methylcrotonoyl-CoA carboxylase
7490at200644	Complete	NODE_1_length_493624_cov_142.353871	467363	469141	-	846.9	476	https://www.orthodb.org/v10?query=7490at200644	30S ribosomal protein S1
7497at200644	Complete	NODE_12_length_173536_cov_192.094812	152450	154522	-	756.3	432	https://www.orthodb.org/v10?query=7497at200644	DNA primase
7609at200644	Complete	NODE_15_length_143082_cov_198.579791	16211	17836	+	832.7	472	https://www.orthodb.org/v10?query=7609at200644	1-pyrroline-5-carboxylate dehydrogenase
7638at200644	Complete	NODE_7_length_294068_cov_161.208309	197849	200236	+	819.4	627	https://www.orthodb.org/v10?query=7638at200644	ATPase
7684at200644	Complete	NODE_5_length_315236_cov_221.921833	23240	25039	-	932.4	526	https://www.orthodb.org/v10?query=7684at200644	excinuclease ABC subunit C
7815at200644	Complete	NODE_27_length_98336_cov_160.795011	16400	18019	-	866.7	475	https://www.orthodb.org/v10?query=7815at200644	ABC transporter ATP-binding protein
7817at200644	Complete	NODE_4_length_315406_cov_221.247345	11930	14047	-	1025.5	540	https://www.orthodb.org/v10?query=7817at200644	glutamine--tRNA ligase
7858at200644	Complete	NODE_4_length_315406_cov_221.247345	57366	58943	+	899.5	460	https://www.orthodb.org/v10?query=7858at200644	ATP synthase subunit alpha
8144at200644	Complete	NODE_10_length_190019_cov_216.477135	45982	47787	+	836.5	498	https://www.orthodb.org/v10?query=8144at200644	glycerol acyltransferase
8175at200644	Complete	NODE_7_length_294068_cov_161.208309	70442	72880	+	791.5	602	https://www.orthodb.org/v10?query=8175at200644	membrane protein
8189at200644	Complete	NODE_3_length_319704_cov_204.054833	255783	257882	-	489.8	551	https://www.orthodb.org/v10?query=8189at200644	peptidyl-prolyl cis-trans isomerase
8340at200644	Complete	NODE_1_length_493624_cov_142.353871	274496	276049	-	667.7	434	https://www.orthodb.org/v10?query=8340at200644	two-component system response regulator
8362at200644	Complete	NODE_7_length_294068_cov_161.208309	19042	20655	+	796.3	443	https://www.orthodb.org/v10?query=8362at200644	CTP synthase
8460at200644	Complete	NODE_16_length_142816_cov_174.406616	49121	51343	-	965.9	607	https://www.orthodb.org/v10?query=8460at200644	RelA/SpoT family protein
8827at200644	Complete	NODE_10_length_190019_cov_216.477135	71112	73175	+	1052.7	588	https://www.orthodb.org/v10?query=8827at200644	methionine--tRNA ligase
8891at200644	Complete	NODE_3_length_319704_cov_204.054833	110552	112096	+	651.2	421	https://www.orthodb.org/v10?query=8891at200644	ribonuclease G
9009at200644	Complete	NODE_15_length_143082_cov_198.579791	87617	90226	+	778.3	671	https://www.orthodb.org/v10?query=9009at200644	membrane protein
9060at200644	Complete	NODE_4_length_315406_cov_221.247345	16309	18489	-	794.2	500	https://www.orthodb.org/v10?query=9060at200644	ribonuclease R
9085at200644	Complete	NODE_1_length_493624_cov_142.353871	226220	228751	-	917.2	649	https://www.orthodb.org/v10?query=9085at200644	phenylalanine--tRNA ligase subunit beta
